Date,bovespa,sp500,dolar,nikkei,newyork,nasdaq,xangai,londres
2008-05-30,72593.0,1398.36,1.64,14195.66,9371.96,2519.14,24448.37,6068.1
2008-06-02,71897.0,1399.62,1.62,14342.96,9401.1,2514.82,24542.29,6053.5
2008-06-03,70012.0,1386.42,1.63,14275.61,9316.62,2500.5,24556.18,6007.6
2008-06-04,68673.0,1376.26,1.62,14270.07,9261.85,2473.03,24327.72,6057.7
2008-06-05,71235.0,1377.48,1.63,14392.59,9212.75,2509.49,24150.53,5970.1
2008-06-06,69786.0,1400.06,1.63,14530.36,9408.3,2528.52,24505.6,5995.3
2008-06-10,67775.0,1358.98,1.62,14281.36,9148.71,2436.75,23689.16,5869.8
2008-06-11,66795.0,1357.09,1.64,14137.54,9067.12,2444.94,23288.96,5847.4
2008-06-12,67322.0,1335.78,1.64,14010.32,8941.39,2414.46,22820.89,5725.5
2008-06-13,67204.0,1341.81,1.63,14011.12,8947.78,2423.05,22920.77,5793.7
2008-06-16,67285.0,1358.85,1.63,14118.23,9063.1,2443.13,22814.17,5802.8
2008-06-17,68438.0,1360.71,1.62,14387.0,9088.02,2481.2,23008.08,5794.6
2008-06-18,67090.0,1349.59,1.61,14301.36,9074.53,2444.96,23114.45,5861.9
2008-06-19,66590.0,1336.89,1.61,14324.71,8999.61,2427.17,22849.36,5756.9
2008-06-20,64614.0,1341.02,1.6,14171.02,8988.82,2441.96,22817.99,5708.4
2008-06-23,64640.0,1319.77,1.6,13769.44,8829.3,2416.55,22407.09,5620.8
2008-06-24,64168.0,1317.23,1.61,13766.28,8841.83,2375.8,22697.26,5667.2
2008-06-25,65853.0,1314.54,1.6,13820.78,8803.22,2376.82,22745.17,5634.7
2008-06-26,63947.0,1316.29,1.6,13845.41,8865.1,2365.86,22742.54,5666.1
2008-06-27,64321.0,1283.6,1.59,13605.26,8640.73,2319.62,21901.27,5518.2
2008-06-30,65018.0,1278.06,1.59,13584.51,8623.56,2312.42,22237.92,5529.9
2008-07-02,61106.0,1285.82,1.6,13489.87,8641.11,2311.57,21785.39,5479.9
2008-07-03,59273.0,1262.96,1.6,13161.78,8465.49,2261.74,21389.49,5426.3
2008-07-07,59088.0,1262.9,1.6,13212.8,8481.6,2263.69,21402.7,5412.8
2008-07-08,59536.0,1251.84,1.6,13286.5,8400.22,2244.9,21632.7,5512.7
2008-07-10,60253.0,1245.25,1.61,12934.31,8371.51,2239.95,21562.07,5529.6
2008-07-11,60148.0,1248.66,1.61,13063.5,8436.15,2233.38,21834.64,5406.8
2008-07-14,60721.0,1241.61,1.6,13022.29,8347.3,2262.86,22205.0,5261.6
2008-07-15,61015.0,1226.83,1.59,12902.13,8287.75,2197.18,21644.04,5300.4
2008-07-16,62056.0,1214.65,1.59,12725.12,8157.8,2219.27,20988.74,5171.9
2008-07-17,60109.0,1246.31,1.59,12889.8,8332.87,2296.57,21825.24,5150.6
2008-07-18,59988.0,1258.22,1.59,12976.22,8415.06,2286.92,22010.94,5286.3
2008-07-22,59647.0,1257.08,1.58,12944.56,8499.73,2256.32,22430.59,5404.3
2008-07-23,59421.0,1278.87,1.58,13259.65,8566.65,2305.11,22900.77,5364.1
2008-07-24,57434.0,1283.22,1.58,13411.28,8580.67,2329.21,23330.89,5449.9
2008-07-25,57199.0,1253.51,1.57,13452.37,8369.92,2294.69,22751.51,5362.3
2008-07-28,56869.0,1257.76,1.57,13407.36,8395.55,2307.19,22801.85,5352.6
2008-07-29,58043.0,1236.38,1.57,13220.33,8260.39,2274.61,22265.93,5312.6
2008-07-30,59998.0,1264.52,1.57,13267.37,8419.11,2329.01,22637.33,5319.2
2008-07-31,59505.0,1281.37,1.56,13410.4,8565.16,2311.33,22878.76,5420.7
2008-08-26,54359.0,1267.03,1.63,12711.03,8228.85,2364.31,20849.08,5505.6
2008-08-27,55519.0,1271.29,1.64,12734.39,8263.75,2362.86,21104.56,5470.7
2008-08-28,56382.0,1283.79,1.62,12827.72,8349.84,2390.11,21546.94,5528.1
2008-08-29,55680.0,1296.49,1.62,12925.45,8466.07,2388.67,21289.7,5601.2
2008-09-02,54404.0,1287.83,1.64,12779.89,8382.77,2402.11,20956.94,5602.8
2008-09-03,53527.0,1276.61,1.65,12703.36,8296.98,2346.81,20964.75,5620.7
2008-09-04,51409.0,1271.8,1.67,12627.64,8269.21,2315.18,20545.38,5499.7
2008-09-05,51940.0,1233.21,1.69,12385.65,8008.23,2241.62,19833.87,5362.1
2008-09-08,50718.0,1249.5,1.73,12359.93,8033.83,2296.18,20840.69,5240.7
2008-09-09,48435.0,1267.98,1.74,12529.96,8168.59,2269.93,20439.47,5446.3
2008-09-10,49633.0,1227.5,1.75,12249.14,7871.39,2232.21,20114.86,5415.6
2008-09-11,51270.0,1229.04,1.78,12237.52,7957.38,2199.03,19854.82,5366.2
2008-09-12,52393.0,1245.88,1.81,12256.78,8010.88,2239.25,19432.72,5318.4
2008-09-16,49229.0,1188.31,1.8,12028.45,7680.06,2149.65,18325.65,5204.2
2008-09-17,45909.0,1210.34,1.82,11737.62,7793.13,2177.58,18691.3,5025.6
2008-09-18,48423.0,1157.08,1.88,11576.94,7440.39,2137.42,17120.23,4912.4
2008-09-19,53055.0,1213.11,1.91,11631.6,7775.17,2303.9,18878.26,4880.0
2008-09-22,51541.0,1255.37,1.81,12037.89,8187.14,2265.77,19869.02,5311.3
2008-09-24,49843.0,1188.79,1.81,12031.98,7785.28,2167.55,18954.32,5136.1
2008-09-25,51828.0,1187.87,1.84,11925.71,7768.79,2172.26,19003.22,5095.6
2008-09-26,50783.0,1204.47,1.83,12026.34,7927.86,2144.06,18909.59,5197.0
2008-09-29,46028.0,1209.07,1.85,11883.25,7890.37,2147.16,18742.25,5088.5
2008-09-30,49541.0,1113.78,1.91,11565.7,7204.01,2033.69,16898.33,4818.8
2008-10-02,46145.0,1160.64,1.93,11423.13,7519.95,2052.51,17870.43,4959.6
2008-10-03,44517.0,1115.16,1.99,11052.1,7155.41,2005.92,17788.99,4870.3
2008-10-06,42101.0,1097.56,2.02,10817.27,7088.94,1898.63,17156.21,4980.3
2008-10-08,38594.0,988.91,2.18,10011.64,6388.38,1710.96,16107.98,4605.2
2008-10-09,37080.0,988.42,2.4,9168.16,6306.35,1766.25,15550.86,4366.7
2008-10-10,35610.0,902.31,2.15,9016.34,5809.98,1590.77,14717.52,4313.8
2008-10-14,41569.0,1009.97,2.13,8407.94,6401.0,1894.87,17141.05,4256.9
2008-10-15,36833.0,994.6,2.03,9390.5,6380.52,1754.62,16609.09,4394.2
2008-10-16,36442.0,909.53,2.12,9400.85,5760.07,1644.55,14902.34,4079.6
2008-10-17,36399.0,942.29,2.18,8579.57,5970.9,1678.78,15081.46,3861.4
2008-10-20,39441.0,943.51,2.07,8775.24,5948.8,1735.13,14691.9,4063.0
2008-10-21,39043.0,980.4,2.06,9139.26,6287.6,1741.84,15616.96,4282.7
2008-10-22,35070.0,951.67,2.17,9198.14,6051.35,1671.23,14878.21,4229.7
2008-10-23,33818.0,899.08,2.37,8547.79,5630.47,1621.11,13596.31,4040.9
2008-10-24,31482.0,895.22,2.27,8391.04,5671.93,1493.79,13478.63,4087.8
2008-10-27,29435.0,874.28,2.3,7568.36,5427.54,1528.12,12372.75,3883.4
2008-10-28,33387.0,848.92,2.23,7143.34,5196.54,1552.24,11154.57,3852.6
2008-10-29,34845.0,939.51,2.16,7741.52,5733.49,1643.98,12807.35,3926.4
2008-10-30,37449.0,939.38,2.11,8269.71,5774.89,1698.43,13280.44,4242.5
2008-10-31,37257.0,953.11,2.07,8958.22,5975.03,1684.71,14037.37,4291.7
2008-11-04,40255.0,971.31,2.12,8702.77,6054.98,1761.09,14337.62,4443.3
2008-11-05,37786.0,1001.84,2.09,9224.05,6345.09,1757.01,15045.53,4639.5
2008-11-06,36362.0,952.4,2.11,9373.65,6012.06,1659.57,14081.76,4530.7
2008-11-07,36665.0,907.44,2.14,8774.49,5667.39,1629.69,13273.09,4272.4
2008-11-10,36776.0,936.75,2.15,8711.99,5871.99,1680.67,15033.18,4365.0
2008-11-11,37262.0,917.15,2.12,8965.29,5802.06,1598.59,14322.95,4403.9
2008-11-12,34374.0,893.39,2.17,8694.91,5634.26,1555.17,14155.26,4246.7
2008-11-13,35993.0,853.13,2.23,8564.47,5320.73,1503.06,13068.93,4182.0
2008-11-14,35789.0,904.36,2.28,8378.13,5715.79,1560.59,13749.53,4169.2
2008-11-17,35717.0,873.23,2.17,8366.88,5452.63,1494.74,13584.35,4233.0
2008-11-18,34095.0,852.34,2.25,8415.6,5323.36,1488.93,13298.88,4132.2
2008-11-19,33405.0,859.03,2.25,8309.35,5365.67,1479.13,12827.37,4208.6
2008-11-21,31251.0,755.84,2.35,7600.35,4651.21,1346.77,11814.81,3875.0
2008-11-25,34813.0,853.4,2.27,8026.06,5313.76,1472.02,13012.0,4153.0
2008-11-26,36470.0,852.9,2.25,8229.72,5375.36,1441.21,12990.35,4171.3
2008-11-28,36596.0,886.89,2.2,8400.05,5547.38,1517.95,13550.29,4226.1
2008-12-01,34741.0,888.61,2.25,8464.36,5599.29,1496.09,13775.28,4288.0
2008-12-02,35001.0,817.94,2.32,8266.32,5092.71,1423.85,13373.02,4065.5
2008-12-03,35297.0,843.6,2.33,7965.31,5308.73,1416.03,13598.6,4122.9
2008-12-04,35128.0,869.75,2.35,8030.2,5405.6,1465.77,13857.29,4170.0
2008-12-05,35347.0,844.43,2.43,7975.05,5232.26,1426.93,13718.92,4163.6
2008-12-08,38285.0,882.71,2.39,7970.69,5401.25,1541.44,14303.25,4049.4
2008-12-09,37968.0,906.48,2.42,8362.37,5639.67,1546.54,15032.33,4300.1
2008-12-10,39004.0,892.17,2.43,8376.0,5522.47,1563.66,14946.0,4381.3
2008-12-11,38519.0,898.35,2.38,8642.26,5631.18,1548.47,15533.62,4367.3
2008-12-12,39374.0,871.79,2.24,8599.12,5504.71,1482.55,15287.7,4388.7
2008-12-15,38320.0,881.07,2.35,8349.85,5543.96,1544.16,15363.49,4280.4
2008-12-16,39993.0,871.53,2.31,8608.4,5497.91,1526.06,15018.46,4277.6
2008-12-17,39947.0,908.16,2.32,8658.22,5804.96,1568.88,15544.97,4309.1
2008-12-18,39536.0,905.98,2.32,8565.16,5769.8,1583.17,15335.3,4324.2
2008-12-19,39131.0,886.96,2.35,8640.22,5617.76,1572.75,15235.22,4330.7
2008-12-22,37619.0,887.2,2.34,8602.5,5616.12,1562.17,15177.12,4286.9
2008-12-29,37060.0,872.37,2.37,8726.31,5538.19,1529.54,14080.86,4216.6
2008-12-30,37550.0,870.58,2.35,8716.28,5534.68,1521.18,14476.74,4319.4
2009-01-05,41519.0,929.17,2.31,8991.21,5915.72,1621.48,15349.33,4561.8
2009-01-06,42312.0,931.17,2.22,9130.01,5908.39,1642.37,15612.47,4579.6
2009-01-07,40820.0,927.45,2.14,9133.8,5968.84,1621.63,15759.53,4638.9
2009-01-08,41991.0,905.73,2.17,9143.21,5799.05,1590.25,14755.81,4507.5
2009-01-09,41583.0,909.91,2.21,8932.71,5838.57,1617.05,14530.83,4505.4
2009-01-13,39544.0,869.79,2.27,8732.63,5551.03,1537.42,13930.27,4426.2
2009-01-14,37982.0,867.28,2.25,8425.75,5538.69,1521.71,13807.03,4399.2
2009-01-15,39151.0,841.99,2.31,8309.38,5328.68,1489.46,13136.23,4180.6
2009-01-16,39342.0,844.45,2.32,8125.2,5347.75,1532.47,13278.97,4121.1
2009-01-20,37272.0,849.64,2.28,8187.14,5387.5,1520.76,12854.4,4108.5
2009-01-21,38543.0,806.77,2.31,7949.96,5058.06,1466.4,12534.6,4091.4
2009-01-22,37894.0,839.74,2.3,7988.3,5273.99,1470.85,12844.37,4059.9
2009-01-23,38132.0,822.16,2.3,7965.41,5170.91,1440.78,12542.01,4052.2
2009-01-29,39638.0,868.89,2.24,8201.16,5501.46,1537.47,13560.07,4295.2
2009-01-30,39301.0,845.69,2.24,8142.88,5300.6,1519.46,12958.08,4190.1
2009-02-02,38666.0,823.09,2.27,7908.51,5195.79,1460.85,13194.0,4149.6
2009-02-03,39747.0,825.69,2.28,7862.95,5166.53,1499.59,12991.49,4077.8
2009-02-04,40129.0,837.77,2.27,7897.24,5268.02,1517.19,13029.42,4164.5
2009-02-05,41109.0,831.75,2.24,7985.53,5242.76,1498.59,13084.79,4228.6
2009-02-06,42756.0,846.09,2.3,8054.27,5326.01,1547.0,13535.76,4228.9
2009-02-09,42100.0,868.24,2.21,8178.07,5475.28,1590.74,13865.59,4291.9
2009-02-10,41207.0,866.87,2.19,8066.94,5478.89,1578.02,13787.12,4307.6
2009-02-12,40501.0,829.91,2.21,7842.53,5252.63,1510.17,13439.58,4234.3
2009-02-13,41674.0,833.95,2.28,7789.35,5256.45,1539.72,13314.81,4202.2
2009-02-17,39847.0,818.61,2.22,7690.13,5206.75,1489.12,13195.51,4134.8
2009-02-18,39674.0,791.06,2.27,7539.96,4939.12,1480.65,12783.79,4034.1
2009-02-19,39730.0,787.91,2.31,7604.22,4924.54,1478.55,12873.1,4006.8
2009-02-20,38715.0,775.87,2.32,7544.07,4881.16,1427.03,12719.14,4018.4
2009-02-25,38232.0,770.64,2.34,7368.44,4821.65,1428.76,12979.86,3816.4
2009-02-26,38180.0,765.76,2.38,7470.6,4753.17,1436.85,13070.41,3849.0
2009-02-27,38183.0,749.93,2.3,7463.42,4713.02,1376.56,12929.99,3915.6
2009-03-02,36235.0,729.57,2.34,7454.28,4617.03,1356.13,12522.61,3830.1
2009-03-03,36468.0,704.44,2.39,7177.79,4360.98,1341.42,11967.07,3625.8
2009-03-04,38402.0,698.6,2.37,7146.71,4334.7,1340.38,11880.17,3512.1
2009-03-05,37369.0,708.27,2.33,7336.02,4464.89,1332.38,12488.33,3645.9
2009-03-06,37105.0,684.04,2.34,7328.29,4267.63,1310.59,12041.82,3529.9
2009-03-09,36741.0,680.76,2.34,7191.13,4284.48,1284.84,11872.46,3530.7
2009-03-10,38795.0,679.28,2.32,7059.77,4226.31,1288.95,11542.88,3542.4
2009-03-11,38805.0,719.59,2.29,7165.39,4499.62,1364.8,12228.22,3715.2
2009-03-12,39152.0,720.89,2.3,7320.45,4505.38,1367.78,11905.47,3693.8
2009-03-13,39015.0,751.97,2.27,7301.12,4684.99,1427.03,12395.18,3712.1
2009-03-16,38607.0,758.84,2.25,7630.2,4721.08,1445.27,12657.87,3753.7
2009-03-17,39511.0,753.88,2.21,7767.34,4728.91,1409.67,12948.85,3864.0
2009-03-18,40142.0,776.01,2.23,8006.86,4868.14,1454.44,13052.95,3857.1
2009-03-19,40453.0,797.92,2.25,8017.93,4975.3,1509.06,13205.17,3805.0
2009-03-23,42439.0,772.31,2.21,7943.14,4832.15,1491.26,13001.55,3842.9
2009-03-24,41476.0,820.6,2.22,8334.68,5185.84,1535.68,13773.17,3952.8
2009-03-25,41799.0,806.81,2.2,8499.69,5064.32,1527.59,13754.77,3911.5
2009-03-26,42589.0,814.06,2.23,8430.22,5127.0,1549.4,13821.28,3900.3
2009-03-27,41907.0,828.68,2.19,8711.72,5230.53,1564.12,14257.56,3925.2
2009-03-30,40653.0,809.07,2.24,8621.85,5100.56,1516.79,13893.15,3898.9
2009-03-31,40926.0,790.88,2.27,8199.43,4899.05,1518.7,13545.36,3762.9
2009-04-01,41976.0,793.59,2.25,8173.36,4978.96,1504.87,13746.18,3926.1
2009-04-02,43736.0,814.53,2.24,8453.73,5085.76,1579.97,13963.34,3955.6
2009-04-03,44391.0,835.13,2.19,8814.1,5267.1,1609.05,14547.52,4125.0
2009-04-06,44167.0,839.75,2.16,8856.84,5318.73,1602.24,14920.84,4029.7
2009-04-07,43825.0,834.12,2.18,8838.66,5249.48,1585.58,14922.09,3993.5
2009-04-08,44182.0,816.76,2.18,8746.73,5120.86,1576.93,14715.7,3930.5
2009-04-09,45539.0,829.29,2.15,8665.16,5176.41,1618.83,14686.48,3925.5
2009-04-14,45418.0,856.88,2.13,8955.9,5410.27,1637.5,15302.14,3983.7
2009-04-15,45273.0,839.44,2.13,8777.68,5301.5,1613.56,15344.59,3989.0
2009-04-16,46025.0,854.54,2.18,8848.43,5384.99,1645.52,15928.82,3968.4
2009-04-17,45778.0,865.18,2.13,8854.33,5454.27,1665.6,15956.46,4053.0
2009-04-20,44433.0,868.27,2.14,8899.59,5480.6,1641.35,15574.32,4092.8
2009-04-22,44888.0,847.26,2.19,8777.53,5339.58,1630.14,15328.83,3987.5
2009-04-23,45801.0,844.62,2.16,8776.94,5290.61,1651.47,14958.24,4030.7
2009-04-24,46772.0,853.91,2.16,8832.1,5372.1,1666.43,15217.37,4018.2
2009-04-27,45820.0,862.82,2.13,8783.34,5468.33,1672.87,15160.69,4156.0
2009-04-28,45821.0,854.48,2.17,8678.28,5389.82,1668.26,15057.25,4167.0
2009-04-30,47290.0,876.59,2.13,8615.45,5516.15,1732.47,15369.11,4189.6
2009-05-07,50058.0,919.58,2.12,9102.35,5890.55,1772.1,17278.31,4396.5
2009-05-08,51396.0,909.03,2.06,9351.4,5800.09,1733.5,17149.31,4398.7
2009-05-11,50976.0,922.99,2.01,9460.72,6000.39,1713.65,17381.0,4462.1
2009-05-12,50326.0,910.52,2.02,9358.25,5849.3,1742.86,16996.21,4435.5
2009-05-13,48679.0,905.4,2.02,9305.79,5858.43,1696.8,17097.82,4425.5
2009-05-14,49446.0,884.24,2.11,9212.3,5666.46,1672.48,16630.33,4331.4
2009-05-15,49007.0,892.76,2.04,9150.21,5733.45,1687.49,16818.81,4362.6
2009-05-18,51463.0,886.07,2.06,9167.05,5662.89,1696.82,16468.71,4348.1
2009-05-19,51347.0,909.67,2.03,9172.56,5865.88,1727.0,17454.23,4446.5
2009-05-20,51245.0,908.62,1.99,9372.72,5872.23,1743.6,17486.39,4482.3
2009-05-21,50087.0,900.42,1.97,9280.35,5869.24,1709.83,17291.44,4468.4
2009-05-22,50568.0,888.68,1.98,9156.14,5780.54,1702.06,17169.57,4345.5
2009-05-26,51841.0,887.0,1.97,9364.22,5789.62,1677.72,17050.34,4365.3
2009-05-27,51792.0,909.95,1.96,9426.62,5936.52,1745.56,17395.61,4411.7
2009-05-29,53198.0,907.02,1.96,9478.21,5917.02,1756.26,18027.93,4387.5
2009-06-02,54000.0,942.87,1.9,9774.55,6169.08,1821.22,18916.61,4506.2
2009-06-03,52087.0,942.51,1.87,9723.82,6182.58,1825.6,18616.94,4477.0
2009-06-04,53464.0,932.49,1.91,9690.93,6033.68,1829.84,18417.9,4383.4
2009-06-05,53341.0,945.67,1.94,9752.51,6110.76,1864.02,18674.48,4386.9
2009-06-08,53630.0,938.12,1.91,9829.28,6082.56,1836.87,18521.79,4438.6
2009-06-09,53157.0,940.35,1.91,9824.17,6068.67,1850.48,18450.64,4405.2
2009-06-10,53411.0,942.73,1.89,9833.64,6101.58,1872.01,18339.91,4404.8
2009-06-12,53558.0,943.44,1.9,10088.21,6162.33,1852.43,19034.79,4461.9
2009-06-15,52034.0,942.45,1.88,10126.55,6148.61,1837.94,18712.06,4442.0
2009-06-16,51206.0,925.6,1.9,9914.4,5967.27,1825.2,18235.97,4326.0
2009-06-17,51046.0,911.89,1.92,9705.73,5886.74,1799.22,17984.83,4328.6
2009-06-18,50903.0,910.86,1.94,9778.35,5864.59,1809.04,17955.68,4278.5
2009-06-19,51374.0,919.96,1.92,9757.85,5906.2,1824.99,17936.33,4280.9
2009-06-22,49495.0,918.13,1.92,9788.07,5933.91,1809.53,17906.39,4345.9
2009-06-23,49814.0,893.46,1.96,9695.76,5725.07,1771.42,17577.73,4234.1
2009-06-24,49672.0,896.31,1.95,9596.78,5759.5,1780.88,17583.35,4230.0
2009-06-25,51515.0,899.45,1.92,9628.18,5795.72,1783.19,18140.16,4280.0
2009-06-26,51486.0,918.84,1.91,9852.92,5910.89,1819.16,18408.37,4252.6
2009-06-29,52138.0,919.86,1.88,9866.28,5906.96,1842.09,18561.11,4241.0
2009-06-30,51465.0,927.15,1.9,9896.56,5962.51,1845.47,18883.24,4294.0
2009-07-02,51025.0,921.24,1.88,9993.77,5954.0,1823.69,18780.96,4340.7
2009-07-06,50622.0,894.27,1.9,9738.49,5775.23,1783.5,18020.1,4236.3
2009-07-07,49457.0,898.6,1.9,9713.62,5770.0,1787.44,17943.49,4194.9
2009-07-08,49178.0,881.9,1.94,9548.81,5654.64,1756.0,17652.98,4187.0
2009-07-10,49221.0,880.03,1.94,9338.76,5667.37,1744.61,17800.05,4158.7
2009-07-13,49187.0,879.57,1.95,9242.13,5627.52,1761.03,17612.45,4127.2
2009-07-14,48873.0,900.77,1.93,9173.14,5761.36,1790.7,17631.67,4202.1
2009-07-15,51297.0,910.15,1.91,9307.45,5805.58,1827.61,18042.59,4237.7
2009-07-16,51918.0,930.17,1.89,9393.98,5993.16,1856.05,18688.87,4346.5
2009-07-17,52072.0,940.56,1.88,9413.86,6043.05,1880.31,18551.91,4361.8
2009-07-21,53234.0,951.97,1.97,9512.52,6141.3,1917.39,19601.86,4443.6
2009-07-22,53073.0,953.4,1.85,9642.79,6154.37,1908.83,19560.42,4481.2
2009-07-23,54249.0,954.07,1.85,9712.1,6151.41,1924.96,19431.92,4493.7
2009-07-24,54457.0,972.16,1.83,9909.4,6302.51,1943.23,20063.93,4559.8
2009-07-27,54549.0,978.63,1.85,10020.87,6320.24,1964.62,20170.73,4576.6
2009-07-28,54472.0,981.48,1.83,10116.89,6364.65,1957.26,20261.94,4586.1
2009-07-29,53735.0,977.66,1.84,10035.91,6328.68,1965.32,20404.51,4528.8
2009-07-30,54478.0,976.01,1.84,10155.71,6280.57,1986.21,20150.26,4547.5
2009-07-31,54766.0,986.8,1.83,10275.14,6384.31,1980.72,20546.07,4631.6
2009-08-03,55998.0,990.22,1.81,10355.23,6424.28,1998.35,20582.68,4608.4
2009-08-04,56038.0,1001.41,1.77,10438.4,6565.65,1996.38,21196.75,4682.5
2009-08-05,56384.0,1005.41,1.77,10405.05,6569.14,2014.45,20779.77,4671.4
2009-08-06,55755.0,1004.06,1.76,10266.01,6558.19,1999.21,20484.34,4647.1
2009-08-07,56330.0,999.83,1.79,10365.71,6517.67,1997.0,20708.12,4690.5
2009-08-10,56830.0,1008.89,1.77,10530.62,6586.71,1991.44,20758.52,4731.6
2009-08-11,55761.0,1005.77,1.79,10514.74,6550.02,1985.06,20774.97,4722.2
2009-08-12,56588.0,994.0,1.81,10486.36,6463.58,1970.95,20725.9,4671.3
2009-08-13,57048.0,1005.86,1.79,10508.09,6538.87,2009.27,20767.86,4716.8
2009-08-14,56638.0,1012.23,1.77,10551.33,6604.1,2005.79,21023.96,4755.5
2009-08-17,55218.0,998.18,1.8,10521.02,6537.82,1949.23,20467.3,4714.0
2009-08-18,55749.0,980.62,1.8,10208.12,6352.11,1940.55,20125.55,4645.0
2009-08-19,56156.0,986.88,1.8,10269.97,6437.07,1933.39,20195.09,4685.8
2009-08-20,56831.0,996.41,1.78,10254.53,6479.28,1967.57,20282.72,4689.7
2009-08-21,57729.0,1009.06,1.79,10375.22,6553.4,2000.15,20288.56,4756.6
2009-08-24,57775.0,1026.59,1.78,10389.57,6676.26,2026.11,20649.96,4850.9
2009-08-25,57421.0,1026.63,1.79,10515.57,6671.23,2025.59,20246.79,4896.2
2009-08-26,57766.0,1027.35,1.79,10554.44,6697.22,2021.3,20542.76,4916.8
2009-08-27,57704.0,1027.81,1.82,10570.78,6687.95,2021.31,20289.34,4890.6
2009-08-28,57701.0,1031.62,1.82,10546.88,6722.31,2050.53,20409.13,4869.4
2009-09-02,55386.0,996.07,1.86,10378.08,6487.8,1960.07,19560.27,4819.7
2009-09-03,55707.0,996.12,1.84,10240.02,6474.8,1975.85,19526.89,4817.6
2009-09-04,56652.0,1003.84,1.81,10256.49,6546.6,1986.98,19830.02,4796.8
2009-09-08,57855.0,1018.67,1.79,10353.51,6637.15,2034.74,20617.4,4933.2
2009-09-09,57910.0,1025.36,1.78,10343.8,6726.08,2038.92,21085.09,4947.3
2009-09-10,58536.0,1032.99,1.78,10385.35,6772.39,2059.48,21131.08,5004.3
2009-09-11,58366.0,1043.92,1.76,10519.33,6850.81,2083.34,21122.31,4987.7
2009-09-14,58868.0,1040.15,1.78,10388.32,6843.82,2066.15,20841.51,5011.5
2009-09-15,59264.0,1049.03,1.76,10255.73,6879.99,2090.33,21049.22,5018.9
2009-09-16,60411.0,1053.99,1.75,10288.72,6917.07,2110.06,21086.75,5042.1
2009-09-17,60236.0,1067.87,1.75,10373.25,7038.13,2129.42,21674.71,5124.1
2009-09-18,60703.0,1066.6,1.76,10379.21,7002.17,2134.85,21640.97,5164.0
2009-09-24,60046.0,1062.56,1.75,10405.53,6964.69,2140.06,21386.47,5139.4
2009-09-25,60356.0,1049.48,1.75,10395.45,6862.29,2095.84,20810.81,5079.3
2009-09-28,61317.0,1045.38,1.74,10136.24,6823.52,2101.92,20798.52,5082.2
2009-09-29,61235.0,1063.69,1.74,10089.11,6939.77,2131.67,20889.81,5165.7
2009-09-30,61518.0,1061.02,1.74,10105.17,6926.82,2131.3,21036.18,5159.7
2009-10-02,61172.0,1029.71,1.73,9848.07,6718.04,2040.84,20380.23,5047.8
2009-10-05,62369.0,1026.87,1.73,9733.07,6674.59,2056.52,20342.58,4988.7
2009-10-06,62671.0,1042.02,1.72,9744.42,6795.13,2080.4,20509.64,5024.3
2009-10-07,62638.0,1053.65,1.71,9750.24,6899.68,2099.06,21074.98,5138.0
2009-10-08,63760.0,1060.03,1.7,9806.03,6912.79,2124.69,21418.27,5108.9
2009-10-09,64071.0,1065.28,1.72,9893.63,6990.54,2120.0,21572.7,5154.6
2009-10-13,64646.0,1074.96,1.69,10066.85,7051.16,2138.7,21371.82,5210.2
2009-10-14,66201.0,1078.68,1.73,10096.01,7031.89,2165.83,21564.33,5154.2
2009-10-15,66703.0,1090.36,1.65,10194.91,7182.37,2164.33,22209.19,5256.1
2009-10-16,66200.0,1094.67,1.65,10276.4,7204.05,2164.73,22138.06,5223.0
2009-10-19,67239.0,1088.22,1.66,10179.46,7133.96,2162.41,21761.83,5190.2
2009-10-20,65303.0,1098.64,1.67,10329.3,7222.21,2180.43,22260.41,5281.5
2009-10-21,65486.0,1090.36,1.7,10292.39,7157.9,2160.78,22299.65,5243.4
2009-10-22,66135.0,1080.96,1.68,10251.09,7107.21,2146.72,22237.37,5257.9
2009-10-23,65059.0,1095.62,1.67,10335.34,7182.94,2186.64,22438.9,5207.4
2009-10-27,63161.0,1067.54,1.68,10283.46,6960.09,2144.15,22016.79,5191.7
2009-10-28,60162.0,1061.51,1.69,10182.14,6932.04,2103.36,22004.55,5201.0
2009-10-29,63721.0,1043.69,1.71,9941.57,6765.7,2077.04,21290.09,5080.4
2009-10-30,61546.0,1065.41,1.68,10006.84,6955.3,2091.56,21720.41,5137.7
2009-11-04,63913.0,1047.14,1.7,9785.28,6812.7,2067.56,21396.5,5037.2
2009-11-05,64816.0,1047.3,1.67,9803.5,6830.44,2078.83,21405.06,5107.1
2009-11-06,64466.0,1064.95,1.67,9812.73,6950.14,2089.49,21866.72,5125.6
2009-11-09,66214.0,1072.31,1.67,9777.64,6958.29,2128.46,22004.51,5142.7
2009-11-10,66303.0,1091.86,1.65,9904.68,7135.32,2147.24,22556.56,5235.2
2009-11-11,66431.0,1096.04,1.66,9890.18,7126.43,2166.53,22534.14,5230.6
2009-11-12,64448.0,1098.31,1.67,9921.45,7155.36,2166.98,22660.47,5266.8
2009-11-13,65326.0,1087.59,1.68,9793.19,7063.05,2156.68,22381.34,5276.5
2009-11-16,66627.0,1094.13,1.67,9784.14,7119.9,2177.31,22789.99,5296.4
2009-11-17,67406.0,1109.22,1.66,9834.58,7237.1,2190.12,23000.37,5382.7
